"","subject","condition","trial_no","cresp","reward","trials_since_reversal","reversal_event","win_if_choose_a","win_if_choose_b","true_eta_pre","true_eta_post","true_delta_eta","true_beta","ptresp","pt_QA","pt_QB","pr_choose_a","outcome"
"24",1,"pre",24,0,0,15,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.534776008555572,0.304211788939395,0.910213629589388,0
"25",1,"pre",25,0,0,16,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.534776008555572,0.216727316146753,0.96065000874748,0
"26",1,"pre",26,0,0,17,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.380986448546251,0.216727316146753,0.838910756649086,0
"27",1,"pre",27,0,0,18,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.271423309299041,0.216727316146753,0.634013887727873,0
"28",1,"pre",28,0,0,19,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.193368066270995,0.216727316146753,0.441601044450409,0
"29",1,"pre",29,0,0,20,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.193368066270995,0.154401411358624,0.596633796483307,1
"30",1,"pre",30,0,0,21,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.425337279910017,0.154401411358624,0.938301944050729,1
"31",1,"pre",31,0,0,22,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.590597361631155,0.154401411358624,0.987654248858604,1
"32",1,"pre",32,0,0,23,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.708332358366441,0.154401411358624,0.996184213808185,1
"33",1,"pre",33,0,0,24,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.792209416346165,0.154401411358624,0.998353431068892,0
"34",1,"pre",34,0,0,25,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.564387794534467,0.154401411358624,0.983994999905509,1
"35",1,"pre",35,1,0,0,1,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.689660073659667,0.154401411358624,0.995400528820919,0
"36",1,"pre",36,1,0,1,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.491329337823947,0.154401411358624,0.967225313807178,1
"37",1,"pre",37,1,0,2,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.637611586979064,0.154401411358624,0.992265694518936,0
"38",1,"pre",38,1,0,3,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.454248826029467,0.154401411358624,0.95312513144202,0
"39",1,"pre",39,1,0,4,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.323617073721598,0.154401411358624,0.845526777073971,0
"40",1,"pre",40,1,0,5,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.230552077194222,0.154401411358624,0.682440236613948,0
"41",1,"pre",41,0,0,0,1,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.164250481865176,0.154401411358624,0.524715758798289,0
"42",1,"pre",42,0,0,1,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.164250481865176,0.109999035900913,0.632976996213182,0
"43",1,"pre",43,0,0,2,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.117015735105329,0.109999035900913,0.517615131549769,1
"44",1,"pre",44,0,0,3,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.370942163031823,0.109999035900913,0.932228258647615,0
"45",1,"pre",45,0,0,4,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.264267534535205,0.109999035900913,0.82488195390966,1
"46",1,"pre",46,0,0,5,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.475847654694327,0.109999035900913,0.97528482284211,1
"47",1,"pre",47,0,0,6,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.626582087938888,0.109999035900913,0.994456602300698,1
"48",1,"pre",48,0,0,7,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.733968686209423,0.109999035900913,0.998108314695887,1
"49",1,"pre",49,0,0,8,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.810473312524018,0.109999035900913,0.999121976232413,1
"50",1,"pre",50,0,0,9,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.864976927889415,0.109999035900913,0.999491990022404,1
"51",1,"pre",51,0,0,10,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.903806528542369,0.109999035900913,0.999656020054356,0
"52",1,"pre",52,0,0,11,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.64389208560857,0.109999035900913,0.995337290413864,0
"53",1,"pre",53,1,0,0,1,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.458723194418614,0.109999035900913,0.970780947272862,0
"54",1,"pre",54,1,0,1,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.326804714331492,0.109999035900913,0.898258989128686,0
"55",1,"pre",55,1,0,2,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.232823024012658,0.109999035900913,0.774498465599182,1
"56",1,"pre",56,1,0,3,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.453445878626215,0.109999035900913,0.969239012479145,0
"57",1,"pre",57,1,0,4,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.323045035943837,0.109999035900913,0.894754933093946,0
"58",1,"pre",58,1,0,5,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.323045035943837,0.0783657856017028,0.921147824107326,1
"59",1,"pre",59,1,0,6,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.517722067827746,0.0783657856017028,0.988035437230371,0
"60",1,"pre",60,1,0,7,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.368836837853801,0.0783657856017028,0.948732490379587,0
"61",1,"pre",61,1,0,8,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.262767653557418,0.0783657856017028,0.864420312965988,0
"62",1,"pre",62,1,0,9,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.187201582569255,0.0783657856017028,0.749014555447737,0
"63",1,"pre",63,1,0,10,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.0783657856017028,0.634724191962392,0
"64",1,"pre",64,1,0,11,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.0558295470744312,0.68545090548406,1
"65",1,"pre",65,1,0,12,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.327351747409144,0.124687217112338,0
"66",1,"pre",66,1,0,13,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.233212742672728,0.268341524290033,1
"67",1,"pre",67,1,0,14,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.453723522959276,0.0384827392415725,0
"68",1,"pre",68,1,0,15,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.323242836007264,0.129262553016671,1
"69",1,"pre",69,1,0,16,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.517862985038843,0.0205798718904313,1
"70",1,"pre",70,1,0,17,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.656514753646332,0.00519142737686525,1
"71",1,"pre",71,0,0,0,1,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.755293390049828,0.00193083318611405,0
"72",1,"pre",72,0,0,1,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.538087987646963,0.016859671693441,0
"73",1,"pre",73,0,0,2,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.383345976893637,0.0750704551516522,0
"74",1,"pre",74,0,0,3,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.273104290328355,0.197213252015818,0
"75",1,"pre",75,0,0,4,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.133366615114124,0.194565634939347,0.350963934080315,0
"76",1,"pre",76,0,0,5,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.133366615114124,0.13861293154288,0.486826936865264,1
"77",1,"pre",77,0,0,6,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.382590897465483,0.13861293154288,0.920634586256525,1
"78",1,"pre",78,0,0,7,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.56014387797595,0.13861293154288,0.985722587467882,1
"79",1,"pre",79,0,0,8,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.686636612113733,0.13861293154288,0.995951858861315,1
"80",1,"pre",80,0,0,9,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.776752879064873,0.13861293154288,0.998358903728005,1
"81",1,"pre",81,0,0,10,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.840953733165815,0.13861293154288,0.999138272685478,0
"82",1,"pre",82,0,0,11,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.599114341452852,0.13861293154288,0.990302988068809,0
"83",1,"pre",83,0,0,12,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.426822523021859,0.13861293154288,0.947616143524833,0
"84",1,"pre",84,0,0,13,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.30407795900356,0.13861293154288,0.840541178152975,1
"85",1,"pre",85,0,0,14,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.504209495896373,0.13861293154288,0.975223713853925,1
"86",1,"pre",86,1,0,0,1,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.646787701094545,0.13861293154288,0.993970954691867,0
"87",1,"pre",87,1,0,1,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.460786095974982,0.13861293154288,0.962186743338958,1
"88",1,"pre",88,1,0,2,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.460786095974982,0.386328491209714,0.678742851077631,0
"89",1,"pre",89,1,0,3,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.328274371767666,0.386328491209714,0.358194036722073,1
"90",1,"pre",90,1,0,4,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.328274371767666,0.562806623768472,0.0865814229506836,1
"91",1,"pre",91,1,0,5,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.521447564207356,0.562806623768472,0.397595796388132,0
"92",1,"pre",92,1,0,6,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.371490965211858,0.562806623768472,0.127643667954402,0
"93",1,"pre",93,1,0,7,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.371490965211858,0.400956088862342,0.426534046874915,1
"94",1,"pre",94,1,0,8,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.552236036747554,0.400956088862342,0.820502700639771,1
"95",1,"pre",95,1,0,9,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.552236036747554,0.573227653117733,0.447474113810986,1
"96",1,"pre",96,1,0,10,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.552236036747554,0.695957787606084,0.190953344410848,1
"97",1,"pre",97,1,0,11,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.552236036747554,0.783393493995784,0.089300507755339,0
"98",1,"pre",98,1,0,12,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.552236036747554,0.558107133298367,0.485259026897106,0
"99",1,"pre",99,1,0,13,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.393425365075712,0.558107133298367,0.160516293937389,1
"100",1,"pre",100,1,0,14,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.393425365075712,0.685185589425928,0.0506412317862081,0
"101",1,"pre",101,1,0,15,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.280285073021618,0.685185589425928,0.0168298671957532,1
"102",1,"pre",102,1,0,16,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.280285073021618,0.775719137887739,0.00684664523239056,0
"103",1,"pre",103,0,0,0,1,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.280285073021618,0.552639749512059,0.0608780472030343,0
"104",1,"pre",104,0,0,1,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.280285073021618,0.393712979123314,0.242412952597195,0
"105",1,"pre",105,0,0,2,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.280285073021618,0.280489975733772,0.499485387466072,0
"106",1,"pre",106,0,0,3,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.280285073021618,0.19982736322871,0.691742318382789,1
"107",1,"pre",107,0,0,4,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.487258909134993,0.19982736322871,0.947226786824786,0
"108",1,"pre",108,0,0,5,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.487258909134993,0.142361505043016,0.969670524475567,1
"109",1,"pre",109,0,0,6,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.634711722090857,0.142361505043016,0.992939444820465,1
"110",1,"pre",110,0,0,7,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.739760420307415,0.142361505043016,0.997530985928349,0
"111",1,"pre",111,1,0,0,1,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.527021950871075,0.142361505043016,0.979453325667534,0
"112",1,"pre",112,1,0,1,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.375462283565443,0.142361505043016,0.91227450650403,1
"113",1,"pre",113,1,0,2,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.375462283565443,0.388999059227133,0.466054714828866,0
"114",1,"pre",114,1,0,3,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.375462283565443,0.277131673245916,0.728658788290669,0
"115",1,"pre",115,1,0,4,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.267487770001183,0.277131673245916,0.475798285270884,0
"116",1,"pre",116,1,0,5,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.190564299616888,0.277131673245916,0.2953260773563,0
"117",1,"pre",117,1,0,6,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.277131673245916,0.194630923052085,0
"118",1,"pre",118,1,0,7,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.197434833052482,0.34988111350356,0
"119",1,"pre",119,1,0,8,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.140657012769058,0.487709391601434,1
"120",1,"pre",120,1,0,9,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.38778474061964,0.0736576858781738,1
"121",1,"pre",121,1,0,10,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.563844088579924,0.0133802361256463,1
"122",1,"pre",122,1,0,11,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.689272725316883,0.00383187802527326,1
"123",1,"pre",123,1,0,12,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.778630905362176,0.00156507925268688,1
"124",1,"pre",124,1,0,13,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.842291681312028,0.000826248731890417,0
"125",1,"pre",125,1,0,14,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.600067525785001,0.0093368433178468,1
"126",1,"pre",126,1,0,15,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.715079116168589,0.00295937980853994,0
"127",1,"pre",127,1,0,16,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.509438435045937,0.0228889220792049,1
"128",1,"pre",128,1,0,17,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.650512914874493,0.00564580719782289,1
"129",1,"pre",129,0,0,0,1,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.751017545206664,0.00206440037764086,0
"130",1,"pre",130,0,0,1,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.535041779673401,0.0177901810079622,1
"131",1,"pre",131,0,0,2,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.668753313068253,0.00470495423903049,0
"132",1,"pre",132,0,0,3,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.476434891661631,0.0316028802451758,1
"133",1,"pre",133,0,0,4,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.627000448753601,0.00713930975842875,0
"134",1,"pre",134,0,0,5,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.446689212653258,0.0421454521754164,1
"135",1,"pre",135,0,0,6,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.605808958440477,0.00881816036219303,1
"136",1,"pre",136,0,0,7,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.719169441841361,0.0028405778325448,1
"137",1,"pre",137,0,0,8,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.799929998196613,0.00126398254390848,0
"138",1,"pre",138,0,0,9,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.569888110578669,0.0126019185930793,0
"139",1,"pre",139,0,0,10,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.135762290321963,0.406001099235061,0.0621046959243607,0
"140",1,"pre",140,1,0,0,1,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.135762290321963,0.28924430869895,0.176262286496366,0
"141",1,"pre",141,1,0,1,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.28924430869895,0.126297857596445,1
"142",1,"pre",142,1,0,2,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.493641670006437,0.0182088554086017,1
"143",1,"pre",143,1,0,3,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.639258944399688,0.00427647553366071,1
"144",1,"pre",144,1,0,4,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.742999963687214,0.0015124334164279,1
"145",1,"pre",145,1,0,5,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.816907397593377,0.000720391386308445,1
"146",1,"pre",146,1,0,6,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.869560714710444,0.000424595035411089,1
"147",1,"pre",147,1,0,7,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.907072121302512,0.000291322212272883,1
"148",1,"pre",148,1,0,8,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.933796090494935,0.000222745473640181,1
"149",1,"pre",149,1,0,9,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.952834846816822,0.000183976005252572,0
"150",1,"pre",150,1,0,10,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.678820961546799,0.00287799255306054,1
"151",1,"pre",151,1,0,11,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.771184833930206,0.00113990844333855,0
"152",1,"pre",152,1,0,12,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.549409409456086,0.0104803993397717,1
"153",1,"pre",153,1,0,13,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.678989135463723,0.00287314832365738,1
"154",1,"pre",154,1,0,14,0,0,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.771304644808633,0.00113853881434439,1
"155",1,"pre",155,0,0,0,1,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.83707228862282,0.000588366732245821,0
"156",1,"pre",156,0,0,1,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.596349113117985,0.00656596193349484,0
"157",1,"pre",157,0,0,2,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.424852512202626,0.0356943710247594,0
"158",1,"pre",158,0,0,3,0,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.302674479016407,0.1121449937713,0
"159",1,"pre",159,0,0,4,0,1,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.0967201071266733,0.215632102003815,0.2324392256457,0
"160",1,"pre",160,0,0,5,0,1,1,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,0,0.0967201071266733,0.15362115618629,0.36086138562242,1
"161",1,"pre",161,1,0,0,1,0,0,0.287577523203977,0.0489437292488619,-1.09470697892051,10.0459912946678,1,0.356483101479139,0.15362115618629,0.884724291421964,0
