subject,trial_no,cresp,reward,trials_since_reversal,reversal_event,win_if_choose_a,win_if_choose_b,true_eta,true_beta,ptresp,pt_QA,pt_QB,pr_choose_a,outcome
1,176,0,0,4,0,0,0,0.686920722,17.5020206,1,0.030018853,0.095951522,0.239767437,0
1,177,0,0,5,0,0,1,0.686920722,17.5020206,0,0.030018853,0.030040433,0.499905573,0
1,178,0,0,6,0,0,0,0.686920722,17.5020206,1,0.009398281,0.030040433,0.410649899,0
1,179,0,0,7,0,1,1,0.686920722,17.5020206,0,0.009398281,0.009405037,0.499970437,1
1,180,0,0,8,0,1,1,0.686920722,17.5020206,0,0.689863128,0.009405037,0.999993273,1
1,181,0,0,9,0,1,0,0.686920722,17.5020206,0,0.902902572,0.009405037,0.999999838,1
1,182,0,0,10,0,1,1,0.686920722,17.5020206,0,0.969600807,0.009405037,0.99999995,1
1,183,0,0,11,0,0,0,0.686920722,17.5020206,0,0.990482643,0.009405037,0.999999965,0
1,184,0,0,12,0,1,0,0.686920722,17.5020206,0,0.310099591,0.009405037,0.99484573,1
1,185,0,0,13,0,1,1,0.686920722,17.5020206,0,0.784006478,0.009405037,0.999998705,1
1,186,0,0,14,0,1,0,0.686920722,17.5020206,0,0.932376904,0.009405037,0.999999904,1
1,187,1,0,0,1,0,1,0.686920722,17.5020206,0,0.97882861,0.009405037,0.999999957,0
1,188,1,0,1,0,0,1,0.686920722,17.5020206,0,0.306450955,0.009405037,0.994507717,0
1,189,1,0,2,0,0,1,0.686920722,17.5020206,0,0.095943444,0.009405037,0.819741479,0
1,190,1,0,3,0,0,1,0.686920722,17.5020206,0,0.030037904,0.009405037,0.589310768,0
1,191,1,0,4,0,0,0,0.686920722,17.5020206,0,0.009404245,0.009405037,0.499996535,0
1,192,1,0,5,0,0,1,0.686920722,17.5020206,0,0.002944274,0.009405037,0.471760982,0
1,193,1,0,6,0,1,0,0.686920722,17.5020206,1,0.000921791,0.009405037,0.462949552,0
1,194,1,0,7,0,0,0,0.686920722,17.5020206,1,0.000921791,0.002944522,0.491150454,0
1,195,1,0,8,0,0,0,0.686920722,17.5020206,1,0.000921791,0.000921869,0.49999966,0
1,196,1,0,9,0,0,1,0.686920722,17.5020206,1,0.000921791,0.000288618,0.502770424,1
1,197,1,0,10,0,0,0,0.686920722,17.5020206,1,0.000921791,0.687011082,6.09553E-06,0
1,198,1,0,11,0,0,1,0.686920722,17.5020206,1,0.000921791,0.215088934,0.023014267,1
1,199,1,0,12,0,1,1,0.686920722,17.5020206,1,0.000921791,0.75426061,1.87866E-06,1
1,200,1,0,13,0,0,1,0.686920722,17.5020206,1,0.000921791,0.923064089,9.78966E-08,1
2,1,1,0,0,0,1,1,0.881140628,19.33603761,0,0.5,0.5,0.5,1
2,2,1,0,1,0,0,1,0.881140628,19.33603761,0,0.940570314,0.5,0.999800378,0
2,3,1,0,2,0,0,1,0.881140628,19.33603761,1,0.111795597,0.5,0.00054929,1
2,4,1,0,3,0,0,1,0.881140628,19.33603761,1,0.111795597,0.940570314,1.09733E-07,1
2,5,1,0,4,0,0,1,0.881140628,19.33603761,1,0.111795597,0.992936225,3.98649E-08,1
2,6,1,0,5,0,1,1,0.881140628,19.33603761,1,0.111795597,0.999160404,3.53446E-08,1
2,7,1,0,6,0,1,1,0.881140628,19.33603761,1,0.111795597,0.999900206,3.48426E-08,1
2,8,1,0,7,0,0,1,0.881140628,19.33603761,1,0.111795597,0.999988139,3.47834E-08,1
2,9,0,0,0,1,0,1,0.881140628,19.33603761,1,0.111795597,0.99999859,3.47764E-08,1
2,10,0,0,1,0,1,1,0.881140628,19.33603761,1,0.111795597,0.999999832,3.47756E-08,1
2,11,0,0,2,0,1,1,0.881140628,19.33603761,1,0.111795597,0.99999998,3.47755E-08,1
2,12,0,0,3,0,1,0,0.881140628,19.33603761,1,0.111795597,0.999999998,3.47755E-08,0
2,13,0,0,4,0,1,0,0.881140628,19.33603761,1,0.111795597,0.118859372,0.465906632,0
2,14,0,0,5,0,1,1,0.881140628,19.33603761,0,0.111795597,0.01412755,0.868585893,1
2,15,0,0,6,0,1,0,0.881140628,19.33603761,0,0.894428582,0.01412755,0.999999959,1
2,16,0,0,7,0,1,0,0.881140628,19.33603761,0,0.987451848,0.01412755,0.999999993,1
2,17,0,0,8,0,0,1,0.881140628,19.33603761,0,0.998508534,0.01412755,0.999999995,0
2,18,1,0,0,1,1,1,0.881140628,19.33603761,1,0.118682097,0.01412755,0.883053648,1
2,19,1,0,1,0,0,1,0.881140628,19.33603761,1,0.118682097,0.88281982,3.82937E-07,1
2,20,1,0,2,0,1,0,0.881140628,19.33603761,1,0.118682097,0.986072037,5.20072E-08,0
2,21,1,0,3,0,0,0,0.881140628,19.33603761,1,0.118682097,0.117203903,0.507145118,0
2,22,1,0,4,0,0,0,0.881140628,19.33603761,0,0.118682097,0.013930782,0.883445988,0
2,23,1,0,5,0,1,1,0.881140628,19.33603761,1,0.01410648,0.013930782,0.500849321,1
2,24,1,0,6,0,1,1,0.881140628,19.33603761,1,0.01410648,0.882796432,5.07161E-08,1
2,25,1,0,7,0,1,1,0.881140628,19.33603761,1,0.01410648,0.986069257,6.88508E-09,1
2,26,1,0,8,0,0,1,0.881140628,19.33603761,1,0.01410648,0.998344201,5.43038E-09,1
2,27,0,0,0,1,1,0,0.881140628,19.33603761,1,0.01410648,0.999803193,5.27932E-09,0
2,28,0,0,1,0,1,0,0.881140628,19.33603761,1,0.01410648,0.11883598,0.116597453,0
2,29,0,0,2,0,1,0,0.881140628,19.33603761,0,0.01410648,0.01412477,0.499911584,1
2,30,0,0,3,0,1,0,0.881140628,19.33603761,0,0.882817315,0.01412477,0.999999949,1
2,31,0,0,4,0,1,1,0.881140628,19.33603761,0,0.98607174,0.01412477,0.999999993,1
2,32,0,0,5,0,1,0,0.881140628,19.33603761,0,0.998344496,0.01412477,0.999999995,1
2,33,0,0,6,0,1,0,0.881140628,19.33603761,0,0.999803228,0.01412477,0.999999995,1
2,34,0,0,7,0,1,0,0.881140628,19.33603761,0,0.999976612,0.01412477,0.999999995,1
2,35,0,0,8,0,1,1,0.881140628,19.33603761,0,0.99999722,0.01412477,0.999999995,1
2,36,0,0,9,0,1,1,0.881140628,19.33603761,0,0.99999967,0.01412477,0.999999995,1
2,37,1,0,0,1,1,1,0.881140628,19.33603761,0,0.999999961,0.01412477,0.999999995,1
2,38,1,0,1,0,1,1,0.881140628,19.33603761,0,0.999999995,0.01412477,0.999999995,1
2,39,1,0,2,0,1,0,0.881140628,19.33603761,0,0.999999999,0.01412477,0.999999995,1
2,40,1,0,3,0,0,0,0.881140628,19.33603761,0,1,0.01412477,0.999999995,0
2,41,1,0,4,0,1,0,0.881140628,19.33603761,0,0.118859372,0.01412477,0.883412708,1
2,42,1,0,5,0,0,1,0.881140628,19.33603761,0,0.895268178,0.01412477,0.99999996,0
2,43,1,0,6,0,0,1,0.881140628,19.33603761,0,0.106411014,0.01412477,0.856245516,0
2,44,1,0,7,0,1,1,0.881140628,19.33603761,0,0.012647946,0.01412477,0.492861506,1
2,45,1,0,8,0,0,1,0.881140628,19.33603761,0,0.882643955,0.01412477,0.999999949,0
2,46,1,0,9,0,0,1,0.881140628,19.33603761,0,0.104910506,0.01412477,0.852637181,0
2,47,0,0,0,1,1,1,0.881140628,19.33603761,0,0.012469597,0.01412477,0.491999561,1
2,48,0,0,1,0,1,0,0.881140628,19.33603761,0,0.882622756,0.01412477,0.999999949,1
2,49,0,0,2,0,0,1,0.881140628,19.33603761,0,0.986048615,0.01412477,0.999999993,0
2,50,0,0,3,0,0,0,0.881140628,19.33603761,0,0.117201119,0.01412477,0.880069468,0
2,51,0,0,4,0,1,1,0.881140628,19.33603761,1,0.013930451,0.01412477,0.499060664,1
2,52,0,0,5,0,1,1,0.881140628,19.33603761,1,0.013930451,0.882819489,5.05213E-08,1
2,53,0,0,6,0,0,1,0.881140628,19.33603761,1,0.013930451,0.986071998,6.86132E-09,1
2,54,0,0,7,0,1,1,0.881140628,19.33603761,1,0.013930451,0.998344526,5.41189E-09,1
2,55,0,0,8,0,1,0,0.881140628,19.33603761,1,0.013930451,0.999803231,5.26138E-09,0
2,56,1,0,0,1,0,1,0.881140628,19.33603761,1,0.013930451,0.118835984,0.116247313,1
2,57,1,0,1,0,1,1,0.881140628,19.33603761,1,0.013930451,0.895265398,3.97154E-08,1
2,58,1,0,2,0,0,1,0.881140628,19.33603761,1,0.013930451,0.987551311,6.66784E-09,1
2,59,1,0,3,0,0,1,0.881140628,19.33603761,1,0.013930451,0.998520357,5.39352E-09,1
2,60,1,0,4,0,0,1,0.881140628,19.33603761,1,0.013930451,0.999824131,5.25925E-09,1
2,61,1,0,5,0,0,1,0.881140628,19.33603761,1,0.013930451,0.999979096,5.24352E-09,1
2,62,1,0,6,0,0,1,0.881140628,19.33603761,1,0.013930451,0.999997515,5.24165E-09,1
2,63,1,0,7,0,0,0,0.881140628,19.33603761,1,0.013930451,0.999999705,5.24143E-09,0
2,64,1,0,8,0,0,0,0.881140628,19.33603761,1,0.013930451,0.118859337,0.116200931,0
2,65,1,0,9,0,0,0,0.881140628,19.33603761,1,0.013930451,0.014127546,0.499047243,0
2,66,0,0,0,1,1,0,0.881140628,19.33603761,0,0.013930451,0.001679191,0.558947301,1
2,67,0,0,1,0,1,0,0.881140628,19.33603761,0,0.882796393,0.001679191,0.99999996,1
2,68,0,0,2,0,1,1,0.881140628,19.33603761,0,0.986069253,0.001679191,0.999999995,1
2,69,0,0,3,0,0,0,0.881140628,19.33603761,0,0.9983442,0.001679191,0.999999996,0
2,70,0,0,4,0,0,0,0.881140628,19.33603761,0,0.118662565,0.001679191,0.905680181,0
2,71,0,0,5,0,1,1,0.881140628,19.33603761,1,0.014104158,0.001679191,0.559775164,1
2,72,0,0,6,0,1,0,0.881140628,19.33603761,1,0.014104158,0.881340216,5.21621E-08,0
2,73,0,0,7,0,1,0,0.881140628,19.33603761,1,0.014104158,0.104755545,0.147689522,0
